id,tratamiento,cepa,concentracion,longitudP,superficieP,volumenP,diametroP,nlaterales,densidad,interbranch_distance,longitudL,longitudTotal,diametroL,Exp
371,23,MBI600,1.00E+07,24.73088,14.154863,0.7826071,0.16316909,52,2.9307811,1.1173955,143.4162673,168.1471473,0.050591212,Exp2
372,23,MBI600,1.00E+07,22.918463,11.682958,0.587176,0.1460935,52,3.4105406,0.71939015,169.3319503,192.2504133,0.045934539,Exp2
373,23,MBI600,1.00E+07,20.38430975,11.2865139,0.61502727,0.158378953,47,3.233320625,0.870961638,146.8751426,167.2594523,0.049146583,Exp2
374,23,MBI600,1.00E+07,17.9702,10.525539,0.6167135,0.16329181,36,3.4226537,0.90286684,125.2127237,143.1829237,0.048450359,Exp2
375,23,MBI600,1.00E+07,24.345108,14.984823,0.8018426,0.18186826,43,3.0453026,1.424917,125.3282636,149.6733716,0.049255655,Exp2
376,23,MBI600,1.00E+07,11.396372,8.465035,0.64382917,0.18972783,26,3.3442678,2.1154795,138.067788,149.46416,0.065453575,Exp2
377,24,MBI600,1.00E+08,28.589598,15.877952,0.85876447,0.1632602,72,3.227707,1.346968,194.5543749,223.1439729,0.056608951,Exp2
378,24,MBI600,1.00E+08,17.752413,11.963374,0.7785707,0.1751986,34,3.7750142,1.5373956,68.07430206,85.82671506,0.058640695,Exp2
379,24,MBI600,1.00E+08,21.803213,15.611834,1.0061761,0.20874412,67,3.2513478,1.0720627,278.3236231,300.1268361,0.0566087,Exp2
380,24,MBI600,1.00E+08,20.764256,11.352308,0.5951037,0.1522031,54,4.528184,1.629343,152.0856107,172.8498667,0.05179554,Exp2
381,24,MBI600,1.00E+08,22.016443,13.275329,0.74570906,0.17703268,61,2.8844247,0.9005379,194.3555877,216.3720307,0.060718572,Exp2
382,24,MBI600,1.00E+08,17.792837,9.367465,0.4559161,0.15464336,45,2.810602,4.5083704,164.7314841,182.5243211,0.060523867,Exp2
383,24,MBI600,1.00E+08,27.005863,17.867424,1.1483676,0.17827195,55,2.5414927,1.6559296,131.3723184,158.3781814,0.061554247,Exp2
384,24,MBI600,1.00E+08,29.790188,17.051392,0.9896813,0.15611543,76,2.992184,1.9652668,233.3533646,263.1435526,0.060070089,Exp2
